cost_bps,sharpe_Buy&Hold,sharpe_VolTarget (no regime),sharpe_baseline,sharpe_tvtp_logrv,sharpe_tvtp_exflow,sharpe_tvtp_both,sr_diff_tvtp_logrv_minus_baseline
0,0.7074230834493743,0.6828022410764936,0.6698074073166663,0.6285369017617749,0.6878991718057494,0.6263417019772447,-0.041270505554891423
10,0.7072363092273015,0.6177160610268801,0.5356253034181836,0.5012501403899807,0.5488060723610174,0.47052996748993225,-0.03437516302820287
25,0.7069557555378477,0.5200752494386509,0.3343068778560871,0.31028146458206246,0.34028554752336665,0.23702551864852792,-0.024025413274024632
50,0.7064871211334706,0.3573308134843138,-0.001167189640992801,-0.007905077493410401,-0.006717322262471989,-0.15116113291883973,-0.0067378878524176
