window,spec,train_start,test_start,test_end,loglik,aic,bic,n_params,converged,mu0,sigma0,mu1,sigma1,mu2,sigma2,lr_stat,lr_p
25,tvtp_both,2020-04-25,2024-04-24,2024-07-23,3140.0946191973662,-6232.1892383947325,-6105.320637241875,24,True,-0.0003533002090337917,0.008086047882601696,0.002986743443116355,0.02166529819799503,0.000410037481101759,0.051133209633506156,58.37113141994632,4.46438742986965e-08
26,baseline,2020-07-25,2024-07-24,2024-10-22,3111.2143816364987,-6198.4287632729975,-6134.994462696569,12,False,0.00026439905591313574,0.01014834102617939,0.003241125198224008,0.03272513096764427,-0.0004965806006813593,0.04819918661189344,,
26,tvtp_logrv,2020-07-25,2024-07-24,2024-10-22,3133.936350863434,-6231.872701726868,-6136.721250862225,18,False,-0.0004465903350066288,0.008440033017510805,0.002112310985136604,0.022447363237342824,0.001162167696767547,0.05175061310474929,45.44393845387094,3.819589612325451e-08
26,tvtp_exflow,2020-07-25,2024-07-24,2024-10-22,3118.560615912661,-6201.121231825322,-6105.969780960679,18,True,0.00015751281627455856,0.010529265578099375,0.0033792119181137027,0.034579903507386094,-0.0011620621049593435,0.04932273320309335,14.692468552324499,0.02278832126733137
26,tvtp_both,2020-07-25,2024-07-24,2024-10-22,3139.188741835364,-6230.377483670728,-6103.508882517871,24,False,-0.00023093036320964412,0.0094860109960164,0.0030363266239082274,0.025021183207946416,0.00012359800574555295,0.05234564552576315,55.94872039773054,1.2226478885549906e-07
27,baseline,2020-10-24,2024-10-23,2025-01-21,3107.683066106618,-6191.366132213236,-6127.931831636807,12,True,-0.0005681508614009484,0.00850376609702669,0.003012863224902223,0.029710832453686567,-0.0001591504833151053,0.04747335576271098,,
27,tvtp_logrv,2020-10-24,2024-10-23,2025-01-21,3130.602116644013,-6225.204233288026,-6130.052782423383,18,False,-0.0007883589161439697,0.008555429411492564,0.003248591964627881,0.026367687912262322,-0.0005332670600152998,0.05191413531528997,45.83810107479076,3.188593314759208e-08
27,tvtp_exflow,2020-10-24,2024-10-23,2025-01-21,3115.2310884082553,-6194.462176816511,-6099.310725951867,18,True,-0.0007730021244779962,0.008675207603563601,0.003425392096177355,0.030080314812404044,-0.0006010436193137855,0.047689633017355786,15.096044603275004,0.01952271459751413
27,tvtp_both,2020-10-24,2024-10-23,2025-01-21,3133.6686589088904,-6219.337317817781,-6092.468716664924,24,True,-0.0004782076526322174,0.009337391290064008,0.0038490689043488985,0.032662445734103276,-0.0053183827898153875,0.05678084021507921,51.9711856045451,6.273004701980815e-07
28,baseline,2021-01-23,2025-01-22,2025-04-22,3147.395679248712,-6270.791358497424,-6207.357057920995,12,False,-0.0006400067432071581,0.00818539566314309,0.0030096513083381843,0.028796041730739828,-0.0018240247285139619,0.04734283090678127,,
28,tvtp_logrv,2021-01-23,2025-01-22,2025-04-22,3169.5812448908246,-6303.162489781649,-6208.011038917006,18,True,-0.0002948867448913949,0.007358774896319108,0.001197339818170167,0.025208131136235393,0.0008157037162355265,0.05672975625819569,44.37113128422516,6.239413848191871e-08
28,tvtp_exflow,2021-01-23,2025-01-22,2025-04-22,3154.2903086444544,-6272.580617288909,-6177.4291664242655,18,True,-0.0007346994166435232,0.008252564850600452,0.0029772290094833695,0.029617211349886048,-0.0027166682301882285,0.0495708967618067,13.789258791484826,0.03208092559128922
28,tvtp_both,2021-01-23,2025-01-22,2025-04-22,3175.8772914078804,-6303.754582815761,-6176.885981662904,24,True,-0.0005552591734645167,0.007410041542937634,0.0009729193066544966,0.02507993072802226,0.0018198921535964696,0.05524604333854459,56.96322431833687,8.025968406256827e-08
29,baseline,2021-04-24,2025-04-23,2025-07-22,3182.9618390801206,-6341.923678160241,-6278.489377583813,12,True,-0.0006659830842408952,0.008066050683551044,0.0026570180650224194,0.028207367296075158,-0.00373226946393504,0.048794104066735386,,
29,tvtp_logrv,2021-04-24,2025-04-23,2025-07-22,3204.085861562714,-6372.171723125428,-6277.020272260785,18,True,-0.00047186833909933744,0.00703605532938033,0.0015017596462943987,0.024296682384779614,-0.0018343290490829092,0.05417157691480492,42.24804496518664,1.6426239563076812e-07
29,tvtp_exflow,2021-04-24,2025-04-23,2025-07-22,3191.169231825551,-6346.338463651102,-6251.187012786459,18,True,-0.000865891494608119,0.008309268676326744,0.003196810751399094,0.028966356758273137,-0.004954160800762201,0.04874232578316238,16.414785490860595,0.011692592789059887
29,tvtp_both,2021-04-24,2025-04-23,2025-07-22,3209.880921766483,-6371.761843532966,-6244.893242380109,24,True,-0.0005807566842973596,0.007368764087986702,0.0009836288957126276,0.024920391973588616,-9.202879587917128e-05,0.054266374421056654,53.83816537272469,2.920642038494267e-07
30,baseline,2021-07-24,2025-07-23,2025-10-21,3287.5794290549347,-6551.1588581098695,-6487.724557533441,12,True,-0.0005904065406051533,0.007417263073284718,0.002137876975727285,0.024446507067941086,-0.001625605836430474,0.05408119748805783,,
30,tvtp_logrv,2021-07-24,2025-07-23,2025-10-21,3303.119865080108,-6570.239730160216,-6475.088279295573,18,True,-0.00023673873015165337,0.007625474070265676,0.0013265049158173504,0.025136729314354393,0.0010718427253950562,0.055493797387135564,31.080872050346443,2.4463738209218522e-05
30,tvtp_exflow,2021-07-24,2025-07-23,2025-10-21,3292.79057970529,-6549.58115941058,-6454.429708545937,18,True,-0.0007161776333805022,0.007752936748689565,0.002361113124259689,0.025456336804995577,-0.0028440360122275973,0.05667482005523767,10.422301300710387,0.10795783896788501
30,tvtp_both,2021-07-24,2025-07-23,2025-10-21,3308.1272507819945,-6568.254501563989,-6441.385900411132,24,False,-0.0002942253684137928,0.007473095590748338,0.0015261976858287167,0.02240658050272964,0.0007043485555254067,0.0461756593680589,41.095643454119454,4.723086669634396e-05
31,baseline,2021-10-23,2025-10-22,2026-01-20,3355.3734850135943,-6686.746970027189,-6623.31266945076,12,True,-0.0005662388663173614,0.007538930761140574,0.001600510822395644,0.02332481252382593,-0.0027428593614973007,0.053277933557329266,,
31,tvtp_logrv,2021-10-23,2025-10-22,2026-01-20,3369.3709822196397,-6702.741964439279,-6607.590513574636,18,False,-0.0002479398621187337,0.007851927749733718,0.0008642763765946519,0.024432630932446065,-0.0004442856084175332,0.056562084668737,27.99499441209082,9.416691639251196e-05
31,tvtp_exflow,2021-10-23,2025-10-22,2026-01-20,3358.9843330915583,-6681.9686661831165,-6586.817215318473,18,True,-0.0006840548330650301,0.007886209277900178,0.0016571834985632983,0.024240576926992923,-0.0034694374271806287,0.05645855976234441,7.22169615592793,0.3008307373883843
31,tvtp_both,2021-10-23,2025-10-22,2026-01-20,3377.1291720563254,-6706.258344112651,-6579.389742959794,24,True,-0.0003934577651931113,0.00764712059263174,0.0011848120609367285,0.023384420558289397,-0.00156619350583688,0.05442056842124133,43.511374085462194,1.84925879970295e-05
32,baseline,2022-01-22,2026-01-21,2026-04-21,3390.6072531981704,-6757.214506396341,-6693.780205819912,12,True,-0.00044917374262159955,0.007474310524708437,0.0011790235059985748,0.023064906413423913,-2.261500576305943e-05,0.053688454470156736,,
32,tvtp_logrv,2022-01-22,2026-01-21,2026-04-21,3402.12434619327,-6768.24869238654,-6673.097241521897,18,True,-0.00023421877903637432,0.007691699516839771,0.0010394049184082785,0.023568713284652744,0.00023334102031469632,0.05632518252260858,23.03418599019915,0.0007851092911232241
32,tvtp_exflow,2022-01-22,2026-01-21,2026-04-21,3395.326050966971,-6754.652101933942,-6659.500651069298,18,True,-0.0006108442592827946,0.008081155674855515,0.0013432955241939747,0.024159191360717956,-0.0004213193137961563,0.05738916612541593,9.437595537600828,0.15042221067271158
32,tvtp_both,2022-01-22,2026-01-21,2026-04-21,3407.477376458261,-6766.954752916522,-6640.086151763665,24,False,-0.00021569726757428347,0.00711624137089161,0.0009047280854361423,0.02091063476488629,0.0006210815615858988,0.04667032199381654,33.740246520181245,0.0007411647963984307
33,baseline,2022-04-23,2026-04-22,2026-05-23,3404.034613662525,-6784.06922732505,-6720.634926748621,12,False,-0.0004971555319667239,0.00814665328658034,0.0013877998910976194,0.02526699123313956,-0.0024770409827400853,0.0555084336508761,,
33,tvtp_logrv,2022-04-23,2026-04-22,2026-05-23,3417.890781039847,-6799.781562079694,-6704.63011121505,18,True,-0.00025578074664076955,0.007011976099709723,8.835666910993283e-05,0.023924904647794044,0.004919470838131779,0.05840907790908479,27.712334754643962,0.0001064363195731671
33,tvtp_exflow,2022-04-23,2026-04-22,2026-05-23,3408.3904049586376,-6780.780809917275,-6685.629359052632,18,False,-0.0007535470124281061,0.008642991102373711,0.0020048557121104087,0.02606961848018544,-0.004068797086282747,0.0524422629848649,8.711582592225568,0.1904599316875181
33,tvtp_both,2022-04-23,2026-04-22,2026-05-23,3420.996925686636,-6793.993851373272,-6667.125250220415,24,True,-0.0003496026249692664,0.007212067355279722,0.0008023049678636093,0.0233644970041948,0.0002175480316955341,0.055150993368747646,33.92462404822254,0.0006932503237048954
