window,spec,train_start,test_start,test_end,loglik,aic,bic,n_params,converged,mu0,sigma0,nu0,mu1,sigma1,nu1,beta1_0,beta2_0,beta1_1,beta2_1,lr_stat,lr_p,beta1_2,beta2_2
13,tvtp_both,2017-04-29,2021-04-28,2021-07-27,2786.3579103007132,-5548.7158206014265,-5485.281520024998,12,True,0.0052359664963662735,0.05153456230034214,5.854584910214448,0.00097688826692277,0.09337036299348118,2.049989054256001,4.14486066625867,4.516050653531241,1.1421596563310463,-1.261217485865024,11.842125017978105,0.018564702627630825,0.3890485897795059,-0.490677911245144
14,baseline,2017-07-29,2021-07-28,2021-10-26,2786.7089792709635,-5557.417958541927,-5515.128424824308,8,True,0.0031414156765068326,0.05142118863308366,4.688940262989955,0.0011041301389561292,0.058301227984927075,2.115751362931278,4.698681603309636,4.312300472524809,,,,,,
14,tvtp_logrv,2017-07-29,2021-07-28,2021-10-26,2792.0298564331733,-5564.059712866347,-5511.197795719323,10,True,0.0015722224949848834,0.03858051694584724,2.206719842072314,0.0025501851377880947,0.05178046020624958,10.160043698197828,0.26328885663312995,0.3940935712955797,-1.2357784242549255,1.6595334500352255,10.641754324419708,0.004888463868294831,,
14,tvtp_exflow,2017-07-29,2021-07-28,2021-10-26,2789.4681280184705,-5558.936256036941,-5506.074338889917,10,True,0.003828111322905899,0.051071297206332786,6.245621934671768,0.0009529524989487483,0.0913529481040431,2.0510669215211497,4.6382990606384435,4.916671685472851,0.41748619346152027,-0.8912732787871294,5.51829749501394,0.06334566857333598,,
14,tvtp_both,2017-07-29,2021-07-28,2021-10-26,2792.9208568768913,-5561.841713753783,-5498.407413177354,12,True,0.003486099060811632,0.05053450276985141,6.14445704940122,0.0010696781739183848,0.09106616683462364,2.0500003091304935,3.880741921024749,4.155855211932267,1.5586620344446953,-0.9755778288142618,12.423755211855678,0.01446319298497113,0.30040790069006335,-0.5357959829683012
15,baseline,2017-10-28,2021-10-27,2022-01-25,2800.3085429336206,-5584.617085867241,-5542.3275521496225,8,True,0.002693259099650502,0.050098093467905454,4.601475468292202,0.001135028180330202,0.06513105621404608,2.0858714199324644,4.6987212435789845,4.319249550005866,,,,,,
15,tvtp_logrv,2017-10-28,2021-10-27,2022-01-25,2807.779928629813,-5595.559857259626,-5542.697940112603,10,True,0.001619427309761803,0.03945761126052103,2.186403877617902,0.002195162924772183,0.050850645185263235,10.638244151723702,0.2290112357467874,0.4361456466555965,-1.221680570414968,1.570724063604874,14.942771392385112,0.0005691390963290268,,
15,tvtp_exflow,2017-10-28,2021-10-27,2022-01-25,2802.448280794988,-5584.896561589976,-5532.034644442952,10,True,0.003327133778063439,0.04989915132647446,6.2185899033814955,0.0009933026609196286,0.09098236427724922,2.050000173836596,4.462709479577631,4.887541768792347,0.21400962783664085,-0.9189281140778607,4.279475722734787,0.1176856889442258,,
15,tvtp_both,2017-10-28,2021-10-27,2022-01-25,2809.4185365914345,-5594.837073182869,-5531.4027726064405,12,True,0.001695315657897693,0.04135664626234922,2.164314394005322,0.002092045509449266,0.05078537961741155,10.648299745230618,0.14814011921559034,0.41789068953667624,-1.2631558349485237,1.5164240642772422,18.219987315627804,0.0011177145575481384,-0.06021074284631365,0.3556834318907881
16,baseline,2018-01-27,2022-01-26,2022-04-26,2868.706399658181,-5721.412799316362,-5679.123265598743,8,True,0.0017963431778068011,0.04658596399724495,4.28890590676797,0.0009742561098662904,0.07947574678157161,2.0526149291256095,4.698266824118513,4.187076684103322,,,,,,
16,tvtp_logrv,2018-01-27,2022-01-26,2022-04-26,2873.4013722343575,-5726.802744468715,-5673.940827321691,10,True,0.001974447094517721,0.046142910827427205,6.269222902124873,0.001031822978991556,0.08867467181716548,2.0500001864990867,3.0991408528228233,3.227529864934032,1.930700635355452,-1.0442556051795593,9.389945152352993,0.009141118048860763,,
16,tvtp_exflow,2018-01-27,2022-01-26,2022-04-26,2869.6925890869825,-5719.385178173965,-5666.523261026941,10,True,0.0021511678040262664,0.045995292220095296,5.516600145593863,0.0008977531681848201,0.08770172129927081,2.049594814031843,4.3955097381515476,4.621195833233754,0.06620016271194093,-0.8954816772637328,1.972378857602962,0.3729953116197068,,
16,tvtp_both,2018-01-27,2022-01-26,2022-04-26,2874.159283101757,-5724.318566203514,-5660.884265627085,12,True,0.0020003137397874905,0.046262177491073225,6.508319688197378,0.0010517565310844404,0.08943060825444901,2.0500002543159592,3.1153732024811536,3.440262590925963,2.0249833344672363,-0.6632242338455467,10.905766887151913,0.027643729245078578,0.17640710423311168,-0.4777158643381274
17,baseline,2018-04-28,2022-04-27,2022-07-26,2930.0851308405413,-5844.170261681083,-5801.880727963464,8,True,0.0013676588316374537,0.04386477240033487,3.727769227092483,0.0014605711424883774,0.07410027917157423,2.050000192870182,4.640846035530225,3.861781028756878,,,,,,
17,tvtp_logrv,2018-04-28,2022-04-27,2022-07-26,2939.470830089151,-5858.941660178302,-5806.079743031279,10,True,0.0011504386942929488,0.04491967200070816,8.434822465328555,0.0014185696061135846,0.04957463829241157,2.0926804162784363,0.4390490340740481,0.07354867592672665,1.194896659959281,-0.9473434378451892,18.771398497219707,8.391558133108745e-05,,
17,tvtp_exflow,2018-04-28,2022-04-27,2022-07-26,2931.2559744135024,-5842.511948827005,-5789.650031679981,10,True,0.0014258900229964966,0.0430786487951221,3.936509816786757,0.001426346762262669,0.0742349726800824,2.05000031559787,4.761976945642605,4.175008725742685,-0.593360682385268,-0.9149816355217494,2.341687145922151,0.3101052345057144,,
17,tvtp_both,2018-04-28,2022-04-27,2022-07-26,2941.920071224666,-5859.840142449332,-5796.405841872904,12,True,0.0015144325954281287,0.0444652031234947,2.1118750052846598,0.0010429060686764412,0.04486626517508858,8.250153001747424,-0.048771285920220786,0.43561208601130963,-0.9398479077857513,1.1813122185597844,23.66988076824964,9.301319300511738e-05,-0.3129772319734853,0.2954124502883237
18,baseline,2018-07-28,2022-07-27,2022-10-25,2914.6264081186355,-5813.252816237271,-5770.963282519652,8,True,0.001227909219829548,0.044809701239047164,3.9684078662993025,0.001224956797377333,0.07828236331983134,2.050000272314197,4.56291971477402,3.9663115186160134,,,,,,
18,tvtp_logrv,2018-07-28,2022-07-27,2022-10-25,2917.2750552264697,-5814.550110452939,-5761.688193305916,10,True,0.0013394629285508402,0.044396223779992264,4.5539015612905,0.001135004576355468,0.08291461666671615,2.050000294623212,3.6697901684301657,3.272642098721697,1.5416358367120662,-0.7343237232640369,5.297294215668444,0.07074686121931531,,
18,tvtp_exflow,2018-07-28,2022-07-27,2022-10-25,2915.613915808497,-5811.227831616994,-5758.36591446997,10,True,0.001204968946389252,0.043967822839545874,4.177421639187694,0.00129054938127874,0.07737326423756387,2.050000283883914,4.420817257630859,4.11070868561088,-0.11459275420309253,-0.8948368673832224,1.9750153797231178,0.37250393038034435,,
18,tvtp_both,2018-07-28,2022-07-27,2022-10-25,2918.2771972616156,-5812.554394523231,-5749.120093946803,12,True,0.0013385991649076964,0.043960693286448874,4.871565388191087,0.0011634492540766742,0.08218859916700898,2.0500002651040634,3.4930060601608734,3.377104179914682,1.687241296768973,-0.3163807135080036,7.301578285960204,0.12078390614760641,-0.17087687501707696,-0.6890107938873582
19,baseline,2018-10-27,2022-10-26,2023-01-24,2904.6414911448373,-5793.282982289675,-5750.993448572056,8,True,0.0006866034835387536,0.04367970358864149,2.230109125260217,0.001795667657300315,0.046176659800225804,4.14076516851072,4.212215405369774,4.454397572957354,,,,,,
19,tvtp_logrv,2018-10-27,2022-10-26,2023-01-24,2907.7458549928606,-5795.491709985721,-5742.6297928386975,10,True,0.0019600693422320856,0.04490130559637097,5.116656014231559,0.0006965509078623063,0.07278394691013289,2.0807384779563356,3.553409825861027,3.6959084384987078,1.3395127572924266,-1.050265997958477,6.208727696046481,0.044853042837281615,,
19,tvtp_exflow,2018-10-27,2022-10-26,2023-01-24,2906.0959497809363,-5792.191899561873,-5739.329982414849,10,True,0.0020774757487167926,0.04518047679310284,4.958034855804126,0.0006028932804860352,0.058612289972726016,2.1269363727795336,4.322744034981249,4.61347317471655,0.27163472496969593,-0.873986379522699,2.9089172721978684,0.23352675264072678,,
19,tvtp_both,2018-10-27,2022-10-26,2023-01-24,2908.713705548498,-5793.427411096996,-5729.993110520568,12,True,0.0019651051986560187,0.04491701703334135,5.279203687158991,0.000700202259522643,0.07117858249595892,2.0847778284841847,3.4774337612197446,3.7994569587952784,1.4649857450058839,-0.582656921374123,8.144428807321674,0.08642857614777981,0.18257202716766444,-0.5519371891633676
20,baseline,2019-01-26,2023-01-25,2023-04-25,2947.3225844203935,-5878.645168840787,-5836.355635123168,8,True,0.0007669413843429069,0.04423674371984406,2.2270098940346887,0.0022123827365372185,0.04537084856178848,3.9341161341384474,4.602235095447881,4.775171918513967,,,,,,
