window,spec,train_start,test_start,test_end,loglik,aic,bic,n_params,converged,mu0,sigma0,nu0,mu1,sigma1,nu1,beta1_0,beta2_0,beta1_1,beta2_1,lr_stat,lr_p,beta1_2,beta2_2
20,tvtp_logrv,2019-01-26,2023-01-25,2023-04-25,2948.42895586348,-5876.85791172696,-5823.995994579936,10,True,0.0021447037608875326,0.045243963562182396,3.947190846787384,0.0008497591557344984,0.046546301757195395,2.2038768958800192,4.215888153053803,4.180090820564022,1.8146691870031475,-0.14450168086094664,2.212742886173146,0.33075695670499994,,
20,tvtp_exflow,2019-01-26,2023-01-25,2023-04-25,2948.458465272134,-5876.916930544268,-5824.055013397245,10,True,0.0008542671952918738,0.03629598183682983,2.3724599438985865,0.0021698029304562405,0.0465271400510582,3.868329253695989,4.754067832969474,4.848567001956725,0.7946022503110529,0.8259500890727115,2.2717617034813884,0.3211391207583896,,
20,tvtp_both,2019-01-26,2023-01-25,2023-04-25,2949.2661899942077,-5874.532379988415,-5811.098079411987,12,True,0.0009526993345124773,0.037552017640547705,2.3569380090360763,0.0021164857588434403,0.04683154658161179,3.9228563971377834,4.400709987393732,4.55590382253883,-0.31141436927056887,1.2816396450066208,3.887211147628477,0.4214853081701013,0.9375768812900352,1.3740016998448719
21,baseline,2019-04-27,2023-04-26,2023-07-25,2919.9108599931387,-5823.8217199862775,-5781.532186268659,8,True,0.0002889479962077904,0.03447580700726892,2.5271317800185726,0.0025465546361321985,0.04599037338053638,3.9994633483815987,4.461520845129913,4.482614296921087,,,,,,
21,tvtp_logrv,2019-04-27,2023-04-26,2023-07-25,2921.980359546704,-5823.960719093408,-5771.098801946385,10,True,0.0008216880010766916,0.027856695217081937,2.6854532213716604,0.0022645762264402536,0.04768144254442304,10.11610692891932,0.4110729339987089,-0.20443055315372768,-0.931023794407889,1.1428153871405773,4.138999107130985,0.12624894673361695,,
21,tvtp_exflow,2019-04-27,2023-04-26,2023-07-25,2922.244212637741,-5824.488425275482,-5771.626508128458,10,True,0.00034720958131724615,0.031183323265042612,2.7396949205963987,0.002731820684115,0.047581202569996074,3.9742291407529717,4.6735377905865185,4.731954651446425,0.8800761972035134,1.1281731230632122,4.666705289204401,0.09697009523074256,,
21,tvtp_both,2019-04-27,2023-04-26,2023-07-25,2923.7394062564526,-5823.478812512905,-5760.044511936477,12,True,0.0004146227815144591,0.031963732858302216,2.6911505631367283,0.0026623054820995758,0.047497009814467604,3.980563373866018,4.39395663155803,4.4773895570874265,-0.30684163995396774,1.3791974476509594,7.657092526627821,0.10497838348048054,1.052630225615155,1.5395720264796033
22,baseline,2019-07-27,2023-07-26,2023-10-24,3011.516741954697,-6007.033483909394,-5964.743950191775,8,True,0.00010234361166685648,0.03488456091335004,2.441350563960701,0.0017610918234900474,0.043542054426554434,3.9224631554340856,4.80107420592651,4.65119137782866,,,,,,
22,tvtp_logrv,2019-07-27,2023-07-26,2023-10-24,3015.451170194306,-6010.902340388612,-5958.0404232415885,10,True,0.0002727154898186499,0.02511541817380013,2.523796914180207,0.0017570613542478692,0.04335441393972469,6.881713147192495,0.0480942658598746,0.3367168270542878,-1.0023141999313006,0.788535077681532,7.868856479218266,0.01955687797961272,,
22,tvtp_exflow,2019-07-27,2023-07-26,2023-10-24,3012.8257693948726,-6005.651538789745,-5952.789621642722,10,True,0.00016730163931926196,0.030735889602191927,2.6264260371798653,0.0017721177659054768,0.0448192736078296,3.841640520411442,4.864345588567467,4.658555140753113,0.8757398870662434,0.722157904833519,2.6180548803513375,0.27008260018040486,,
22,tvtp_both,2019-07-27,2023-07-26,2023-10-24,3015.791480914202,-6007.582961828404,-5944.148661251976,12,True,0.00032369984621027177,0.015064301242267437,3.735064813473608,0.0013984062713547434,0.04302385766274674,4.9448220453826615,-0.3064966976990638,0.8735767262808662,-0.8804693903411277,0.7171735363417632,8.549477919010315,0.07340158366938443,0.05575633499717931,0.3123787801160331
23,baseline,2019-10-26,2023-10-25,2024-01-23,3068.2169805461335,-6120.433961092267,-6078.144427374648,8,True,0.00032004260931236763,0.036600058191127646,2.293084731954044,0.0015461752663549378,0.04311364271283152,3.7023670755200406,4.8596074115349,4.932810676183009,,,,,,
23,tvtp_logrv,2019-10-26,2023-10-25,2024-01-23,3073.66749559702,-6127.33499119404,-6074.473074047017,10,True,0.00022137796692215343,0.018938610195449894,2.7380067286162983,0.0018560510532615092,0.04285673118719641,5.274105193334088,0.13133997488399865,0.7904520496417855,-0.9611055403926051,0.9001354534902691,10.901030101773358,0.004294092444970407,,
23,tvtp_exflow,2019-10-26,2023-10-25,2024-01-23,3069.9328805039504,-6119.865761007901,-6067.003843860877,10,True,0.00034407028561903887,0.030778487020945853,2.4377720169405857,0.001491904117387584,0.04383847865347869,3.572922025740344,5.1832579732470245,5.00293005412881,0.9177949516618378,0.6459986705913955,3.4317999156337464,0.17980183381252,,
23,tvtp_both,2019-10-26,2023-10-25,2024-01-23,3074.0310590736863,-6124.0621181473725,-6060.627817570944,12,True,0.00023111388837307714,0.021646518543413165,2.506562355440691,0.0018271598591135007,0.04244173885214893,5.421099289970064,0.2106703244358185,0.8531272509528797,-0.9727234082699551,0.8838608249924239,11.628157055105476,0.02034159074018645,0.2296285178741256,0.37670173004338803
24,baseline,2020-01-25,2024-01-24,2024-04-23,3085.106371344552,-6154.212742689104,-6111.923208971485,8,True,0.0007943222160181894,0.03478435931604676,2.3331058652388617,0.001663118470766038,0.04331876841849109,3.6791394513895126,5.367218174598281,5.24202954372336,,,,,,
24,tvtp_logrv,2020-01-25,2024-01-24,2024-04-23,3087.10830955682,-6154.21661911364,-6101.354701966617,10,True,0.0006886725258192873,0.01671860533521621,3.209226146278856,0.0018457608799338965,0.04358368932953832,5.152183399648388,0.1301262742431892,0.6823954032384749,-1.0020759538251283,0.917713589088745,4.003876424536429,0.13507322877094896,,
24,tvtp_exflow,2020-01-25,2024-01-24,2024-04-23,3087.16861413225,-6154.3372282645,-6101.475311117476,10,True,0.0008217469880291834,0.029369403176715936,2.500036202137371,0.0016417530806315905,0.044197321982687526,3.5628841811114476,5.8009586940887345,5.236478684947017,1.0603319071266244,0.6827274502687168,4.124485575395738,0.12716843801248032,,
24,tvtp_both,2020-01-25,2024-01-24,2024-04-23,3088.134951329138,-6152.269902658276,-6088.835602081847,12,True,0.0008848171975895255,0.03133356184644914,2.413946265981752,0.0015440600991220043,0.043881417332563566,3.5066286268617235,5.133341815497006,4.820790310798804,-1.0754875294298085,2.2112762305160296,6.057159969172062,0.19492000568010762,1.3705752607487043,0.7829329096426986
25,baseline,2020-04-25,2024-04-24,2024-07-23,3122.2786239294837,-6228.5572478589675,-6186.267714141349,8,True,0.0009971692139662974,0.03426436475334856,2.3419672787369574,0.0020038361222136517,0.04063867271519278,4.712529164466215,4.919433118084251,4.911972847621995,,,,,,
25,tvtp_logrv,2020-04-25,2024-04-24,2024-07-23,3123.01837020285,-6226.0367404057,-6173.174823258676,10,True,0.0010741617405735635,0.035737266277658594,2.3086456105063187,0.0019285710180935974,0.04055202074660938,4.811089011802549,4.385174161587556,4.09007256555356,-0.3974379288666069,1.342709572424906,1.4794925467322173,0.4772349873877313,,
25,tvtp_exflow,2020-04-25,2024-04-24,2024-07-23,3123.931620410658,-6227.863240821316,-6175.0013236742925,10,True,0.0010226765586336005,0.02952859888317874,2.492135672539018,0.0019932552861171363,0.04149094461873014,4.460295453680644,5.150192011214025,4.8869522275579325,0.8845783921625021,0.6368529441532652,3.3059929623486823,0.19147529602290306,,
25,tvtp_both,2020-04-25,2024-04-24,2024-07-23,3124.9019719791095,-6225.803943958219,-6162.36964338179,12,True,0.0011598493739789037,0.03253560195835232,2.3807763261868646,0.0017088186148056074,0.041060733289784844,4.465989575173316,4.531378066271034,4.056561618168547,-1.1983116243633753,1.5889027970330878,5.246696099251494,0.2629084054710465,1.1244227857188434,0.7075267112083565
26,baseline,2020-07-25,2024-07-24,2024-10-22,3121.2011919789466,-6226.402383957893,-6184.112850240274,8,True,0.0008464015198934921,0.031142563974338216,2.4908084107797084,0.0017709575248987751,0.04039663838197389,4.68993051243169,5.003323275764908,4.871801091759274,,,,,,
26,tvtp_logrv,2020-07-25,2024-07-24,2024-10-22,3122.2823242712716,-6224.564648542543,-6171.70273139552,10,True,0.0008974824141096627,0.03189607626160837,2.4562747531725173,0.0017726357296115687,0.04026074180597072,4.685069384375572,4.664650008400994,4.172420896259007,0.1208290940648554,1.8891834556053797,2.1622645846500745,0.3392112218508118,,
26,tvtp_exflow,2020-07-25,2024-07-24,2024-10-22,3122.8928903169917,-6225.785780633983,-6172.92386348696,10,True,0.0008770759585920969,0.02764991735453255,2.6759647418410686,0.0017647536097313546,0.04134798195895427,4.44821561737916,5.2508091166181154,4.826609626991567,0.92203750448187,0.6359899249009934,3.3833966760903422,0.1842064134243707,,
26,tvtp_both,2020-07-25,2024-07-24,2024-10-22,3127.4430000862676,-6230.886000172535,-6167.451699596107,12,True,0.0010108502058406032,0.028434386155879628,2.5766421067437753,0.001304203140737242,0.040451616984120364,3.8332078775392686,7.06514059729141,4824.464959945667,1.2004303022976825,4282.6100478614735,12.483616214642097,0.014094971258821839,1.8956927469043592,721.3212172731359
27,baseline,2020-10-24,2024-10-23,2025-01-21,3113.454857031441,-6210.909714062882,-6168.620180345263,8,True,0.000241650696245079,0.031579943592184564,2.4827576857892026,0.0016778157954185828,0.040203848182310264,4.615661860248657,5.1888803746052385,4.983212183647378,,,,,,
27,tvtp_logrv,2020-10-24,2024-10-23,2025-01-21,3114.3860508478983,-6208.772101695797,-6155.910184548773,10,True,0.0003181689356655408,0.031770447171839356,2.4525836362539355,0.0016103954794746411,0.04005097476384203,4.602057620241227,4.687133811900018,4.19062153562495,0.25903433037335155,1.764920035445832,1.8623876329147606,0.39408296670551557,,
27,tvtp_exflow,2020-10-24,2024-10-23,2025-01-21,3114.8304159511654,-6209.660831902331,-6156.798914755307,10,True,0.00034965265581444045,0.027663742301293932,2.6870268547918226,0.0015986950267877483,0.04122611497948295,4.43130090632513,5.157495583255402,4.830295108615234,0.8752214316197108,0.6337953000984815,2.7511178394488525,0.2526983182526183,,
27,tvtp_both,2020-10-24,2024-10-23,2025-01-21,3115.7396083139793,-6207.4792166279585,-6144.04491605153,12,True,0.0004708774446302128,0.028665346181258336,2.5727168074063256,0.0013456553315454537,0.04056246707070344,4.275678438702933,4.770113494984517,4.325565618296098,0.21805406622146323,2.240424113968906,4.569502565076618,0.3343856382381643,1.05223727524135,0.6986403204385274
28,baseline,2021-01-23,2025-01-22,2025-04-22,3151.4799257152076,-6286.959851430415,-6244.6703177127965,8,True,0.0004757288129421913,0.030238603082094404,2.6234460157681827,0.000483551236233899,0.03954630567713911,4.442180442447409,5.484278047010863,5.000388669728141,,,,,,
28,tvtp_logrv,2021-01-23,2025-01-22,2025-04-22,3152.0041238838585,-6284.008247767717,-6231.146330620693,10,True,0.0005063662893514092,0.030179375608172163,2.5881970101255822,0.0005825131705377409,0.039331940319147635,4.42890076507196,4.7826035756039005,4.058254296022023,0.23565212740033858,1.6717003257307024,1.0483963373017104,0.5920298822189403,,
28,tvtp_exflow,2021-01-23,2025-01-22,2025-04-22,3152.275371934954,-6284.550743869908,-6231.688826722884,10,True,0.0005480054296546063,0.02735801693603224,2.81876002115789,0.0004908329832388016,0.040688770021790936,4.226805651051093,5.24176955765597,4.827911260226508,0.8625367495120199,0.6011847137990411,1.5908924394925634,0.4513797754094687,,
28,tvtp_both,2021-01-23,2025-01-22,2025-04-22,3157.274499859262,-6290.548999718524,-6227.114699142096,12,True,0.000719275558522206,0.028506791072210637,2.740278586420088,0.0001220261908334427,0.03996264506911993,3.8044581358314655,8.3100739620311,2605.1420611006524,1.798955399204364,1991.1358331448141,11.589148288108845,0.02068286352973475,-0.9467636131183059,635.1958876197374
29,baseline,2021-04-24,2025-04-23,2025-07-22,3180.473265467783,-6344.946530935566,-6302.656997217948,8,True,0.00040446823516845985,0.02886246900143128,2.694240609089846,-2.6224416016678454e-05,0.039070171825115484,4.538683069750022,4.910313444365274,4.480676458052588,,,,,,
29,tvtp_logrv,2021-04-24,2025-04-23,2025-07-22,3189.090704083165,-6358.18140816633,-6305.319491019306,10,True,-0.00039297809877553207,0.011401768835428388,3.9021218334723375,0.001112698643092658,0.03615861034949102,5.097505676500599,-0.17674010334213072,1.369520064267204,-0.5923755988053655,0.7430161209299353,17.23487723076323,0.00018092307529941497,,
29,tvtp_exflow,2021-04-24,2025-04-23,2025-07-22,3181.5139240346484,-6343.027848069297,-6290.165930922273,10,True,0.00048504495991287994,0.026543275123106166,2.8875791650518177,-8.767906608622167e-05,0.0401800695014709,4.316799443108044,4.910276968085964,4.3512346117855465,0.7660403062984464,0.5628210930592064,2.0813171337304084,0.3532219850485384,,
29,tvtp_both,2021-04-24,2025-04-23,2025-07-22,3193.1877958974273,-6362.375591794855,-6298.941291218426,12,True,-0.00044102106757539725,0.010860200528483386,4.182655352440239,0.0011674703829345164,0.036118778516516105,5.136985775121751,-0.2703931483013331,1.4299775173321967,-0.6064753639811329,0.7456015510491752,25.429060859288256,4.1241128146061064e-05,0.17085360766466415,0.6512163946024402
30,baseline,2021-07-24,2025-07-23,2025-10-21,3286.8346058987468,-6557.6692117974935,-6515.379678079875,8,True,0.000396581260531181,0.02165365747503273,2.637805066591521,0.0008447292940700626,0.03372811622565866,3.6853446332214315,3.760870765082176,4.561086197054647,,,,,,
30,tvtp_logrv,2021-07-24,2025-07-23,2025-10-21,3291.968663666859,-6563.937327333718,-6511.075410186694,10,True,-0.00033288984971742013,0.011391155410839716,3.962570742231626,0.0017414102052339564,0.03399851263404696,5.215305239764992,0.026868289058132527,1.262488322162924,-0.4377448599160883,0.6899179566717919,10.268115536224286,0.005892601086951145,,
30,tvtp_exflow,2021-07-24,2025-07-23,2025-10-21,3288.284285310475,-6556.56857062095,-6503.706653473926,10,True,0.00039929659942276863,0.021532321576649468,2.6552376087381115,0.0008158877348044813,0.03380243386363436,3.6980769952416876,3.943168465858634,4.629961207897839,-0.6811163106469257,0.5480421948775647,2.8993588234561685,0.2346455006325852,,
30,tvtp_both,2021-07-24,2025-07-23,2025-10-21,3296.000013328009,-6568.000026656018,-6504.56572607959,12,True,-0.0004069534167669704,0.010939969091689386,4.203386170357694,0.0018256623063415871,0.03399213557574622,5.275435658184557,-0.10073870390191998,1.2776296129887512,-0.4755531537075009,0.6866336069493879,18.330814858524718,0.00106325863620388,0.15077844735897777,0.648383602002997
31,baseline,2021-10-23,2025-10-22,2026-01-20,3356.384850824342,-6696.769701648684,-6654.480167931065,8,True,0.0003971975480846034,0.01973964661861026,2.8061977221962224,0.00029837958683818556,0.03302365504047252,3.44401193277373,3.8273313853080153,4.6561889624952855,,,,,,
31,tvtp_logrv,2021-10-23,2025-10-22,2026-01-20,3356.9931523915775,-6693.986304783155,-6641.124387636131,10,True,0.0003170699061293371,0.01951376360272016,2.7585864033147196,0.00034667030162981817,0.03278629683850991,3.450131337334251,4.333111210393022,4.465068478601875,0.6295802198115018,0.8909715179622568,1.2166031344713701,0.5442744981319507,,
31,tvtp_exflow,2021-10-23,2025-10-22,2026-01-20,3358.4135717502922,-6696.8271435005845,-6643.965226353561,10,True,0.00039430780585771134,0.019793532148253547,2.8499425914321694,0.000256880286189259,0.03325812730152614,3.4809189330665617,3.9848649113573043,4.975982602401245,-0.6831974244701816,0.9821123191918267,4.057441851900876,0.1315036164856542,,
31,tvtp_both,2021-10-23,2025-10-22,2026-01-20,3360.96716510229,-6697.93433020458,-6634.500029628151,12,True,0.0002196741830689925,0.020291846553275154,2.7219759767660654,0.00041479051798829104,0.03279837606418944,3.247776539367495,5.818997395974731,16.76877776009774,1.158210239375013,6.741549480436482,9.164628555896343,0.057113723917243654,-0.763564333381908,4.351980839433344
32,baseline,2022-01-22,2026-01-21,2026-04-21,3392.898124661202,-6769.796249322404,-6727.506715604785,8,True,0.00038611028514310374,0.019329950941373276,2.851718874486298,0.0002839370495355428,0.032228252476234384,3.5848383434824918,3.6953940315829543,4.346717976002995,,,,,,
32,tvtp_logrv,2022-01-22,2026-01-21,2026-04-21,3394.862657324163,-6769.725314648326,-6716.863397501303,10,True,-0.0001412552044999632,0.012039631113973333,3.9551631232653337,0.0009206432275847506,0.03225562417612343,4.729529233228592,0.40408280296232346,1.3429427839921875,-0.29930717210014923,0.841623818319747,3.929065325922238,0.14022140196052932,,
32,tvtp_exflow,2022-01-22,2026-01-21,2026-04-21,3394.860391316386,-6769.720782632772,-6716.8588654857485,10,True,0.00039445375951981934,0.019393709894319,2.9061727643116946,0.00023559294030782736,0.03256673078007667,3.6439579946095,3.823059240467318,4.494946623604882,-0.6491356305618833,0.8738117378499215,3.9245333103681332,0.1405395050237726,,
32,tvtp_both,2022-01-22,2026-01-21,2026-04-21,3396.116786913258,-6768.233573826516,-6704.799273250087,12,True,0.00035307038151475195,0.019379556928457633,2.838811224561426,0.0002801075416608307,0.03225981277611833,3.595769632067129,3.8325938389646317,4.56563001330312,0.21010349587708813,1.0241147365665932,6.43732450411153,0.16878253359352619,-0.6425835646269331,1.1532996982274242
33,baseline,2022-04-23,2026-04-22,2026-05-23,3401.6375363649086,-6787.275072729817,-6744.985539012198,8,True,0.00038961602969721346,0.019098222956430138,2.857186769530328,1.0650270651257046e-05,0.03169328384611343,3.6509844277265797,3.580315589004006,4.285860845661426,,,,,,
33,tvtp_logrv,2022-04-23,2026-04-22,2026-05-23,3404.7603130638317,-6789.5206261276635,-6736.65870898064,10,True,-0.00019348368122814986,0.011658008389680764,3.861808586169599,0.0006853072680554794,0.0316737858785758,4.751905511819814,0.37310392731344005,1.4089974167678183,-0.23461025642436636,0.8713600153019546,6.245553397846379,0.04403472732738436,,
33,tvtp_exflow,2022-04-23,2026-04-22,2026-05-23,3403.664235852063,-6787.328471704126,-6734.466554557102,10,True,0.00040147296449587644,0.019241305899999284,2.9119581801639915,-5.413985886207765e-05,0.03209707165405662,3.708297417370628,3.7286278662885466,4.461492087268398,-0.6433665289400322,0.89604109418162,4.053398974308948,0.1317697118549692,,
33,tvtp_both,2022-04-23,2026-04-22,2026-05-23,3407.515513253724,-6791.031026507448,-6727.596725931019,12,True,-0.00027603179980721345,0.011863922358011599,3.7626366420459902,0.0008077821611055781,0.03180272346672146,4.8341274002738555,0.32763007053628923,1.4063697550136953,-0.2882929098198284,0.8421365729213708,11.755953777630566,0.01926139708710833,0.15528934500383348,0.6595009171810303
