tvtp_logrv vs,dm_qlike,p_qlike,dm_mse,p_mse
rolling RV10,-2.2394869520298144,0.025196423922319494,0.7560089887228189,0.44970249863831224
EWMA(0.94),1.4418373682979093,0.14945146718915456,3.623933031030217,0.0002949192202419488
baseline HMM,-0.8057873706687007,0.42042860942910976,2.114403774893258,0.03456215472195092
