time,Buy&Hold,VolTarget (no regime),baseline,tvtp_logrv,tvtp_exflow,tvtp_both
2018-01-31,0.008091687042716678,0.0015637811866924141,5.532039684641359e-05,8.379155875090211e-05,6.165637161689314e-05,8.604143830369428e-05
2018-02-01,-0.1005195117019998,-0.02002581277166968,-0.0021427517629975016,-0.003286316861002786,-0.0024544514767204178,-0.0038845576030196822
2018-02-02,-0.028074279106937716,-0.00543820298060299,-0.00022282885125085578,-0.00038226822306320463,-0.00016728598515516289,-0.00027944243793148553
2018-02-03,0.03938309753828673,0.007645794603480146,0.0003545577638789886,0.0005859048014963021,0.00021525325970041676,0.00035138034021514906
2018-02-04,-0.09653567035434252,-0.018703556618724776,-0.0007763445725238064,-0.0013045982514651086,-0.0007523935034714013,-0.0013174547491909777
2018-02-05,-0.16980543840539686,-0.03277378966204306,-0.0010563142838060145,-0.001486509236205708,-0.0007114836860938946,-0.0010932334656747467
2018-02-06,0.12980449316876475,0.025048064398868402,0.0007945860080413114,0.0005782238817104287,0.0006543138489427913,0.00047531056659052455
2018-02-07,-0.01473753938399991,-0.002842988875906688,-8.8045192364165e-05,-5.4372620406572985e-05,-5.827289504091687e-05,-3.867820187897042e-05
2018-02-08,0.0779038666258618,0.015255144969144043,0.001021144475650713,0.0004346493321901087,0.0009400179150496139,0.00045816379887170434
2018-02-09,0.05376507501474981,0.010387003608268048,0.0003589615461435101,0.0001891673553088448,0.0002989955027848139,0.00014851316818033472
2018-02-10,-0.015029312673481399,-0.0029029637898605053,-9.888853929860825e-05,-6.086422570645459e-05,-0.00015084611559454508,-7.527190088330263e-05
2018-02-11,-0.050826429223090996,-0.009969738528257058,-0.0007073748335822147,-0.0003113730513274045,-0.0009262587871212924,-0.0003048690340361132
2018-02-12,0.10015671140642812,0.019393928628568077,0.0007779817302740745,0.000463743465244513,0.0014125863131254337,0.0006564880519210131
2018-02-13,-0.043075601083953696,-0.008313013707668125,-0.00026569696334672026,-0.00017043306595481374,-0.00034140325520118944,-0.00017864242661139905
2018-02-14,0.11066843740168464,0.021386735328200224,0.0007546416489060686,0.00045494047502161935,0.0008021962619300588,0.0004172767173648503
2018-02-15,0.06754111321029299,0.013030331433363282,0.00040625030892035884,0.00026089479330165387,0.000507770998753814,0.00027427974748774525
2018-02-16,0.008171127018323565,0.0015768697376567743,5.0282233058382195e-05,4.891929382680366e-05,5.533890908457237e-05,4.890069298927752e-05
2018-02-17,0.08796291022068936,0.017487547702326352,0.0017868426704669093,0.0015636274463602057,0.002027715746723248,0.0017778244657482166
2018-02-18,-0.05714679654547705,-0.011061683462520797,-0.0004339002877560933,-0.00045715331058642064,-0.00046712634114859803,-0.00045742360243785035
2018-02-19,0.06575370316864504,0.012698716221371913,0.0004281073584284859,0.0005323441203896142,0.0004464931993376817,0.0005239001453969482
2018-02-20,0.009567571945238162,0.0018466392275389577,5.957269052025703e-05,7.418173610280898e-05,7.346854710077478e-05,8.22434900208721e-05
2018-02-21,-0.06998683673829753,-0.01389412224560037,-0.0013748459047559205,-0.0012233136181502543,-0.0015771410568659232,-0.0010106781006920642
2018-02-22,-0.055522864209536116,-0.010754963269467913,-0.0004403322672736026,-0.00043816517032651604,-0.0004206986274992546,-0.0003659618906886003
2018-02-23,0.028437148198619644,0.00549274164886894,0.00018712934227326926,0.00024224725893699683,0.0001636191752008174,0.00021063855006499399
2018-02-24,-0.046506622811095744,-0.009030081708611052,-0.00042196787220102287,-0.0004977088456171452,-0.00038724385808937295,-0.00043661884482371993
2018-02-25,-0.008607177661339893,-0.0016655092103308052,-6.402554453961067e-05,-0.00010276450410929228,-6.0292528757505694e-05,-9.773913975873003e-05
2018-02-26,0.07384374026298457,0.014676418761019407,0.0014900751369376522,0.002085721637958788,0.0014021255116493977,0.001793747162114415
2018-02-27,0.03313900915980805,0.00641024828200303,0.00024120919130414273,0.0003735941215720271,0.0002293532845564348,0.0003509964172097571
2018-02-28,-0.03257732617639886,-0.006318395307565682,-0.00027823920126833897,-0.0005166007238870025,-0.000297807533388098,-0.000555017359789801
2018-03-01,0.05982384804473151,0.011603945507673734,0.0005135692282704031,0.001063304774148641,0.0005556808157230499,0.0011509671287424437
2018-03-02,0.008278163793534965,0.0015983878687779722,5.3071687394461224e-05,0.00013226195690115657,4.040704931669543e-05,0.00010649991555001597
2018-03-03,0.03737242719487788,0.007442141759974076,0.0007884457135628681,0.001488015330724749,0.0006636578788323416,0.0011949345549114032
2018-03-04,0.00322979728647943,0.0006277058751182038,3.084807273062043e-05,6.90564901551231e-05,3.502415561655485e-05,8.809452931779738e-05
2018-03-05,0.006811651586897005,0.0014008677814512985,0.0002477665083908331,0.00044580473222517367,0.0002528179004312238,0.0004921663342894408
2018-03-06,-0.07483340779966907,-0.01742025566549824,-0.007187941094088361,-0.009150124173438457,-0.007331112240573715,-0.009991936406582892
2018-03-07,-0.07248736798471034,-0.01438864463245209,-0.0014133954437388137,-0.0019913235596096803,-0.001537213015573029,-0.0023134082417087237
2018-03-08,-0.057821334796573254,-0.011195124867123749,-0.0004461455993921453,-0.000897544475157752,-0.000463833598079093,-0.0009269034719612192
2018-03-09,-0.0056091748829203425,-0.0010837241409968885,-3.762703794097789e-05,-9.110172401691585e-05,-6.212738420761988e-05,-0.00012875446467422823
