time,xi0,pstay0,xi1,pstay1,h,m,logscore,window
2018-01-31,0.2161046581244883,0.3803911673736934,0.7838953418755117,0.7838953418762286,0.0028272098014205205,0.0014513567010951745,2.334267357103649,0
2018-02-01,0.4259737373490464,0.5332458894570478,0.5740262626509536,0.6793092440870672,0.002131584531264667,0.001596636756374795,-0.2754500193833901,0
2018-02-02,0.20261379543595331,0.22936871155495123,0.7973862045640466,0.7973862045674965,0.0028719247350878743,0.001442017768059389,1.6896770997332369,0
2018-02-03,0.2050635865724366,0.2340505267413151,0.7949364134275635,0.7992532343608691,0.0028638050116992476,0.0014437136147893925,1.5399851643030695,0
2018-02-04,0.255774688867351,0.43232393729052176,0.7442253111326491,0.7558333830314535,0.002695724034514968,0.0014788179368358657,0.11520813654649698,0
2018-02-05,0.1565339394768407,0.197864319196212,0.8434660605231592,0.843466060539856,0.003024653289536394,0.001410119386240818,-3.2231216417668533,0
2018-02-06,0.09649846309459874,0.1644036856079096,0.9035015369054012,0.9035015369054012,0.0032236337476811506,0.0013685603468636166,-0.25623723280391936,0
2018-02-07,0.07348570142805853,0.10061358458881084,0.9265142985719417,0.9265142985719435,0.003299905897971399,0.0013526299615996,1.9498738679506809,0
2018-02-08,0.11821288632707744,0.24096649886691393,0.8817871136729225,0.9031742403059837,0.0031516642688935526,0.0013835919685738548,1.0098098362379102,0
2018-02-09,0.07752902651847911,0.13181257385271386,0.9224709734815211,0.922471507196501,0.0032865049747089255,0.001355428918429354,1.4555584201060459,0
2018-02-10,0.11265792834952455,0.31974882107710517,0.8873420716504755,0.8877277790914263,0.003170075458548625,0.0013797465969496178,1.986232418999201,0
2018-02-11,0.11654529145204894,0.19608579895442027,0.8834547085479512,0.9051848950180744,0.0031571912995015427,0.0013824375904419105,1.3763924095545879,0
2018-02-12,0.1343108276990255,0.4154263861894518,0.8656891723009744,0.8660479225724127,0.0030983095575325653,0.001394735629283884,0.5073482233796204,0
2018-02-13,0.09988659366376715,0.22878180780072477,0.9001134063362328,0.9001134077380764,0.003212404283171817,0.001370905750951737,1.5128487581851604,0
2018-02-14,0.0939499716563016,0.18838870208804423,0.9060500283436985,0.9065873670283257,0.003232080343528193,0.0013667961757031799,0.2874891262801408,0
2018-02-15,0.10102146081438956,0.24361152980396608,0.8989785391856103,0.8989785392083841,0.003208642929096339,0.00137169135292315,1.2170308431676997,0
2018-02-16,0.14575585820933756,0.2877589080261726,0.8542441417906623,0.8542614251866182,0.0030603762145662836,0.001402658352685343,2.2222162663171363,0
2018-02-17,0.26888900234734237,0.3810602797289322,0.7311109976526575,0.8009363860155694,0.0026522564925889774,0.0014878962069381934,0.617002009194777,0
2018-02-18,0.16433617531967756,0.2990099546402463,0.8356638246803224,0.8356640150237985,0.002998793451602571,0.0014155204165342762,1.2127924554853369,0
2018-02-19,0.172942632359867,0.31585947526289854,0.8270573676401329,0.8271137927430501,0.0029702680241834086,0.001421478161997211,1.1637679323549637,0
2018-02-20,0.18084894471553511,0.3775064152543786,0.819151055284465,0.819219400892492,0.0029440631088928563,0.0014269512383566893,2.2672145611728025,0
2018-02-21,0.21135188486001738,0.27488148449968824,0.7886481151399825,0.8378890278153465,0.0028429627013385798,0.001448066634901788,0.8952295090497914,0
2018-02-22,0.1492352906226937,0.23863988307896872,0.8507647093773062,0.8507657864999203,0.0030488439790039264,0.0014050669596855823,1.2596362878333083,0
2018-02-23,0.16990240827190722,0.2714328446901632,0.8300975917280927,0.8301521457699208,0.002980344616786642,0.0014193735931622344,1.7994762342818174,0
2018-02-24,0.19909044270037768,0.29966023646233525,0.8009095572996223,0.8212484887530365,0.002883602720399089,0.0014395787575958879,1.3489183192206156,0
2018-02-25,0.22351445141026904,0.36116768528824106,0.7764855485897308,0.7773539783270649,0.002802650258853684,0.0014564860664221025,2.2757835364425736,0
2018-02-26,0.31828674601294915,0.3938957417781402,0.681713253987051,0.7495429523627845,0.0024885256268513457,0.0015220913678306142,0.8290599003014172,0
2018-02-27,0.2162376792726509,0.3473978418961774,0.783762320727349,0.7837757757787869,0.0028267689071893886,0.0014514487838347082,1.6696486531250603,0
2018-02-28,0.2976346714280132,0.46053806848245454,0.7023653285719869,0.7285678384112304,0.0025569780672423876,0.0015077951477851254,1.506861435892214,0
2018-03-01,0.3111406461571354,0.4729104461369655,0.6888593538428646,0.7103919527734919,0.002512211815255883,0.001517144542000328,1.0772865156082134,0
2018-03-02,0.2656580500409195,0.3512906919572179,0.7343419499590804,0.7345881826493357,0.0026629655362404646,0.0014856596081432817,2.4267745161650938,0
2018-03-03,0.36632386212060686,0.4287759187695897,0.6336761378793931,0.7158813767828051,0.002329302374583285,0.001555344646061881,1.4478993348107114,0
2018-03-04,0.3833221618033791,0.5597446370191923,0.616677838196621,0.6511440687590668,0.0022729594833887706,0.0015671115720268555,2.653873509866511,0
2018-03-05,0.5111787524686722,0.5629960210093352,0.4888212475313277,0.6152455587476802,0.0018491546928067668,0.0016556191912928764,2.7779257003945705,0
2018-03-06,0.5345576989019287,0.569833115700214,0.4654423010980713,0.6041104625529727,0.0017716590699779985,0.001671803064795121,0.25513723931356,0
2018-03-07,0.3361290832867284,0.5026365199111955,0.6638709167132716,0.6638725678131039,0.0024293858866369588,0.0015344425715192655,0.6658543425880621,0
2018-03-08,0.275481579803943,0.4341495583064115,0.7245184201960573,0.7245199851834299,0.0026304052569989032,0.001492459861674132,1.0580962273726107,0
2018-03-09,0.3408159798471503,0.6522412773209635,0.6591840201528497,0.6593827346553265,0.0024138507723995947,0.0015376870351339338,2.5101592579907557,0
2018-03-10,0.42367090727212076,0.4885494796100682,0.5763290927278792,0.6934150845652359,0.002139217646496286,0.0015950426421674452,0.9171549751093312,0
2018-03-11,0.30099185225244535,0.5188432556588105,0.6990081477475547,0.6999340601959642,0.0025458505340391915,0.001510119127180086,0.6816214374980712,0
2018-03-12,0.2536751306421512,0.3984142201306812,0.7463248693578489,0.7463260235854445,0.002702683028943595,0.001477364535810108,1.4189261584240724,0
2018-03-13,0.26611988088899696,0.45564609645471627,0.7338801191110028,0.741715981750783,0.0026614347910413443,0.0014859793065542452,2.479273934742257,0
2018-03-14,0.3614953942900509,0.4322659956808108,0.6385046057099493,0.7394326231263881,0.0023453068564568704,0.0015520021809596806,-0.23436349189317995,0
2018-03-15,0.1822640405211838,0.2942691039338393,0.8177359594788162,0.8177359594830612,0.0029393728672198376,0.0014279308261913061,2.3161399523355564,0
2018-03-16,0.22652420208670196,0.281379970094166,0.773475797913298,0.8203503224944299,0.002792674513464419,0.0014585695403014644,2.2686623199297564,0
2018-03-17,0.3156175836675346,0.41298809520626467,0.6843824163324653,0.7721343363314342,0.0024973727356787964,0.0015202436632782096,0.9770530708284446,0
2018-03-18,0.23805814553811036,0.41948504483331756,0.7619418544618896,0.762040660192444,0.0027544454581340016,0.0014665538129175352,1.5186341676555375,0
2018-03-19,0.19715785956013207,0.20216881761084962,0.802842140439868,0.8032639260627882,0.0028900081703826254,0.0014382409436287961,1.4919776721214717,0
2018-03-20,0.2104213056319981,0.2749861858808773,0.7895786943680019,0.7921153003192328,0.0028460470709442227,0.001447422449478246,1.4872100718539916,0
2018-03-21,0.25304570966880485,0.4169818054594693,0.7469542903311952,0.7545028108582442,0.0027047692465421566,0.001476928824584139,2.439567089173222,0
2018-03-22,0.37732683618459195,0.4447118056999672,0.6226731638154082,0.7098673241996167,0.0022928317366524465,0.0015629613597109918,2.035787874966087,0
2018-03-23,0.4318633673235752,0.5459710871235797,0.568136632676425,0.6762407728160871,0.0021120623450805046,0.0016007138017949097,2.6795092095877244,0
2018-03-24,0.4516979576108784,0.5007255713226826,0.5483020423891216,0.6878428436664561,0.002046316957650392,0.001614444125404443,2.1084556708217974,0
2018-03-25,0.6006075836771094,0.6706570593685851,0.3993924163228906,0.4952636063426232,0.0015527166489678682,0.0017175255263735772,2.08218847562727,0
2018-03-26,0.6329136520405262,0.6915258243653106,0.3670863479594737,0.4957325418121392,0.0014456268422909828,0.0017398891228359338,1.207419798787609,0
2018-03-27,0.5391622613293678,0.6485723375328216,0.4608377386706324,0.526106742378135,0.0017563959836908222,0.001674990533318205,0.954152811340307,0
